{'rar': 0.1, 'alpha': 0.1, 'gamma': 0.1, 'epochs': 20, 'ticker': 'AMZN', 'perf': 0.9967950497192546}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 60, 'ticker': 'AAPL', 'perf': 1.0006120865501433}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 60, 'ticker': 'AMZN', 'perf': 0.9940878012757671}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 60, 'ticker': 'DJIA', 'perf': 1.0012244272909594}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 60, 'ticker': 'QQQ', 'perf': 1.001471043683203}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 60, 'ticker': 'SPY', 'perf': 0.9998207762746227}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 60, 'ticker': 'VGT', 'perf': 0.9987273304925719}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 60, 'ticker': 'XLI', 'perf': 0.9992258136966817}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 80, 'ticker': 'AAPL', 'perf': 0.9985946787312546}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 80, 'ticker': 'AMZN', 'perf': 0.9974590341350369}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 80, 'ticker': 'DJIA', 'perf': 0.9996692199892269}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 80, 'ticker': 'QQQ', 'perf': 1.0001876710693296}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 80, 'ticker': 'SPY', 'perf': 0.9996884296910652}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 80, 'ticker': 'VGT', 'perf': 1.0007323981279603}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.7, 'epochs': 80, 'ticker': 'XLI', 'perf': 1.000688708379345}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 20, 'ticker': 'AAPL', 'perf': 0.9996045342261582}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 20, 'ticker': 'AMZN', 'perf': 0.9944395920601976}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 20, 'ticker': 'DJIA', 'perf': 0.9998099279775564}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 20, 'ticker': 'QQQ', 'perf': 1.0013389195714368}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 20, 'ticker': 'SPY', 'perf': 0.9992952361154833}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 20, 'ticker': 'VGT', 'perf': 0.9990379610055671}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 20, 'ticker': 'XLI', 'perf': 1.001106533904808}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 40, 'ticker': 'AAPL', 'perf': 1.000505866950347}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 40, 'ticker': 'AMZN', 'perf': 1.000990692759196}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 40, 'ticker': 'DJIA', 'perf': 0.9998155652475298}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 40, 'ticker': 'QQQ', 'perf': 1.0009178822998788}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 40, 'ticker': 'SPY', 'perf': 0.9999196320124271}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 40, 'ticker': 'VGT', 'perf': 0.9973754431780696}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 40, 'ticker': 'XLI', 'perf': 1.0008572872410109}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 60, 'ticker': 'AAPL', 'perf': 0.9987494348263987}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 60, 'ticker': 'AMZN', 'perf': 1.0017892565666342}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 60, 'ticker': 'DJIA', 'perf': 1.0010177384616759}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 60, 'ticker': 'QQQ', 'perf': 0.9984495315077094}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 60, 'ticker': 'SPY', 'perf': 1.0005751287037634}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 60, 'ticker': 'VGT', 'perf': 0.9996637520053214}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 60, 'ticker': 'XLI', 'perf': 1.0012475247524752}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 80, 'ticker': 'AAPL', 'perf': 0.9997339460019692}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 80, 'ticker': 'AMZN', 'perf': 0.994242370227015}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 80, 'ticker': 'DJIA', 'perf': 1.0013477203951349}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 80, 'ticker': 'QQQ', 'perf': 1.0009613576769498}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 80, 'ticker': 'SPY', 'perf': 0.9995124998179844}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 80, 'ticker': 'VGT', 'perf': 0.9981463766319695}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.8, 'epochs': 80, 'ticker': 'XLI', 'perf': 0.9983972561717411}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 20, 'ticker': 'AAPL', 'perf': 1.0001546050675423}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 20, 'ticker': 'AMZN', 'perf': 0.9942841318547001}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 20, 'ticker': 'DJIA', 'perf': 1.0007540925814928}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 20, 'ticker': 'QQQ', 'perf': 1.0014301241206094}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 20, 'ticker': 'SPY', 'perf': 1.0007841879022232}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 20, 'ticker': 'VGT', 'perf': 1.0018320732616348}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 20, 'ticker': 'XLI', 'perf': 1.000425667708547}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 40, 'ticker': 'AAPL', 'perf': 1.0027459555280354}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 40, 'ticker': 'AMZN', 'perf': 1.0016586241580832}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 40, 'ticker': 'DJIA', 'perf': 1.0001452852763535}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 40, 'ticker': 'QQQ', 'perf': 0.999815866390155}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 40, 'ticker': 'SPY', 'perf': 0.9992240266440509}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 40, 'ticker': 'VGT', 'perf': 0.9989351070348137}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 40, 'ticker': 'XLI', 'perf': 1.001182372868667}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 60, 'ticker': 'AAPL', 'perf': 1.0005936800612414}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 60, 'ticker': 'AMZN', 'perf': 0.9959407188602133}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 60, 'ticker': 'DJIA', 'perf': 1.0009172564529167}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 60, 'ticker': 'QQQ', 'perf': 1.0008411901782435}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 60, 'ticker': 'SPY', 'perf': 1.0003184944283183}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 60, 'ticker': 'VGT', 'perf': 1.0004229983014779}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 60, 'ticker': 'XLI', 'perf': 1.0020554754908384}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 80, 'ticker': 'AAPL', 'perf': 0.9981883767270249}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 80, 'ticker': 'AMZN', 'perf': 0.9969983830101471}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 80, 'ticker': 'DJIA', 'perf': 1.0012571492924502}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 80, 'ticker': 'QQQ', 'perf': 0.9978338720589336}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 80, 'ticker': 'SPY', 'perf': 1.0005333028049457}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 80, 'ticker': 'VGT', 'perf': 1.000647637867438}
{'rar': 0.6, 'alpha': 0.4, 'gamma': 0.9, 'epochs': 80, 'ticker': 'XLI', 'perf': 1.0010300772988454}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 20, 'ticker': 'AAPL', 'perf': 1.0017227435296476}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 20, 'ticker': 'AMZN', 'perf': 1.0005940846182249}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 20, 'ticker': 'DJIA', 'perf': 1.0009582450273768}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 20, 'ticker': 'QQQ', 'perf': 0.9985135506807395}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 20, 'ticker': 'SPY', 'perf': 0.999238808810452}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 20, 'ticker': 'VGT', 'perf': 1.001815952141132}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 20, 'ticker': 'XLI', 'perf': 1.0008593460480264}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 40, 'ticker': 'AAPL', 'perf': 1.0033311119690325}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 40, 'ticker': 'AMZN', 'perf': 0.9982614176035444}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 40, 'ticker': 'DJIA', 'perf': 0.9995644281966488}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 40, 'ticker': 'QQQ', 'perf': 1.0000734022843143}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 40, 'ticker': 'SPY', 'perf': 0.9999575414405283}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 40, 'ticker': 'VGT', 'perf': 0.9990698803004625}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 40, 'ticker': 'XLI', 'perf': 1.002175915701211}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 60, 'ticker': 'AAPL', 'perf': 1.001061440859951}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 60, 'ticker': 'AMZN', 'perf': 1.0003102838008175}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 60, 'ticker': 'DJIA', 'perf': 1.0016042117436674}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 60, 'ticker': 'QQQ', 'perf': 1.0012987251880376}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 60, 'ticker': 'SPY', 'perf': 1.0011501921330157}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 60, 'ticker': 'VGT', 'perf': 1.000620440568315}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 60, 'ticker': 'XLI', 'perf': 1.0004527503790082}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 80, 'ticker': 'AAPL', 'perf': 1.0006950762170232}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 80, 'ticker': 'AMZN', 'perf': 1.0032534599763183}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 80, 'ticker': 'DJIA', 'perf': 0.9995737085135357}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 80, 'ticker': 'QQQ', 'perf': 0.9995295444194361}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 80, 'ticker': 'SPY', 'perf': 1.0001819150437163}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 80, 'ticker': 'VGT', 'perf': 1.0002726188834448}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.7, 'epochs': 80, 'ticker': 'XLI', 'perf': 1.0017463549757626}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 20, 'ticker': 'AAPL', 'perf': 1.0006410177750051}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 20, 'ticker': 'AMZN', 'perf': 0.999631911995009}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 20, 'ticker': 'DJIA', 'perf': 1.0005496224570383}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 20, 'ticker': 'QQQ', 'perf': 1.0002614005686463}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 20, 'ticker': 'SPY', 'perf': 1.0018525107338911}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 20, 'ticker': 'VGT', 'perf': 1.0028093256361605}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 20, 'ticker': 'XLI', 'perf': 1.0012977222107844}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 40, 'ticker': 'AAPL', 'perf': 0.9985686359092665}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 40, 'ticker': 'AMZN', 'perf': 1.0042573942272193}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 40, 'ticker': 'DJIA', 'perf': 1.0010024660505843}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 40, 'ticker': 'QQQ', 'perf': 0.9999988414820188}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 40, 'ticker': 'SPY', 'perf': 1.0004448357567755}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 40, 'ticker': 'VGT', 'perf': 0.9991115578047352}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 40, 'ticker': 'XLI', 'perf': 1.0011105205038464}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 60, 'ticker': 'AAPL', 'perf': 0.999057852066577}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 60, 'ticker': 'AMZN', 'perf': 0.9949886046778121}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 60, 'ticker': 'DJIA', 'perf': 1.0006782665323866}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 60, 'ticker': 'QQQ', 'perf': 1.0005466259269242}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 60, 'ticker': 'SPY', 'perf': 1.000221501524662}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 60, 'ticker': 'VGT', 'perf': 1.000018704689352}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 60, 'ticker': 'XLI', 'perf': 1.0012290329221956}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 80, 'ticker': 'AAPL', 'perf': 1.0027357517257265}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 80, 'ticker': 'AMZN', 'perf': 1.000388714174762}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 80, 'ticker': 'DJIA', 'perf': 0.9993732069317841}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 80, 'ticker': 'QQQ', 'perf': 1.0005037872925606}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 80, 'ticker': 'SPY', 'perf': 1.001088462529166}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 80, 'ticker': 'VGT', 'perf': 0.9974580650116698}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.8, 'epochs': 80, 'ticker': 'XLI', 'perf': 1.0006936869490355}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 20, 'ticker': 'AAPL', 'perf': 1.0009952624529341}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 20, 'ticker': 'AMZN', 'perf': 1.003532295234336}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 20, 'ticker': 'DJIA', 'perf': 1.0008471023800307}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 20, 'ticker': 'QQQ', 'perf': 1.001886111491879}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 20, 'ticker': 'SPY', 'perf': 0.9999052917042627}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 20, 'ticker': 'VGT', 'perf': 0.9993989361980697}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 20, 'ticker': 'XLI', 'perf': 0.9981925546051769}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 40, 'ticker': 'AAPL', 'perf': 1.0008162569885668}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 40, 'ticker': 'AMZN', 'perf': 1.000577278109522}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 40, 'ticker': 'DJIA', 'perf': 0.9995321167933228}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 40, 'ticker': 'QQQ', 'perf': 1.0005378530274014}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 40, 'ticker': 'SPY', 'perf': 1.0007464291076118}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 40, 'ticker': 'VGT', 'perf': 1.0002258353393814}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 40, 'ticker': 'XLI', 'perf': 0.9996495723296335}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 60, 'ticker': 'AAPL', 'perf': 1.0026881119567603}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 60, 'ticker': 'AMZN', 'perf': 0.9941570644631468}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 60, 'ticker': 'DJIA', 'perf': 0.999845227887969}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 60, 'ticker': 'QQQ', 'perf': 1.000683817449403}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 60, 'ticker': 'SPY', 'perf': 1.0007433310788523}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 60, 'ticker': 'VGT', 'perf': 0.9995197791397765}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 60, 'ticker': 'XLI', 'perf': 0.9987336465215513}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 80, 'ticker': 'AAPL', 'perf': 1.0036133070419457}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 80, 'ticker': 'AMZN', 'perf': 0.9972334194879108}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 80, 'ticker': 'DJIA', 'perf': 1.0008916474575549}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 80, 'ticker': 'QQQ', 'perf': 0.9999555076033274}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 80, 'ticker': 'SPY', 'perf': 1.0006932454437136}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 80, 'ticker': 'VGT', 'perf': 0.999315083677955}
{'rar': 0.6, 'alpha': 0.5, 'gamma': 0.9, 'epochs': 80, 'ticker': 'XLI', 'perf': 0.9993241498062848}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 20, 'ticker': 'AAPL', 'perf': 1.0010600532938647}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 20, 'ticker': 'AMZN', 'perf': 0.9958205268585835}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 20, 'ticker': 'DJIA', 'perf': 1.0002949148210063}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 20, 'ticker': 'QQQ', 'perf': 1.0015549345348895}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 20, 'ticker': 'SPY', 'perf': 1.0007210724702738}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 20, 'ticker': 'VGT', 'perf': 1.0012643776479402}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 20, 'ticker': 'XLI', 'perf': 1.001636938741133}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 40, 'ticker': 'AAPL', 'perf': 1.00006467757023}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 40, 'ticker': 'AMZN', 'perf': 1.0042044282603992}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 40, 'ticker': 'DJIA', 'perf': 0.9999913459478825}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 40, 'ticker': 'QQQ', 'perf': 1.0014182205694426}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 40, 'ticker': 'SPY', 'perf': 1.001086900961996}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 40, 'ticker': 'VGT', 'perf': 1.000746895789655}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 40, 'ticker': 'XLI', 'perf': 0.9993263583447195}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 60, 'ticker': 'AAPL', 'perf': 0.9977185109811221}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 60, 'ticker': 'AMZN', 'perf': 1.0017719407697887}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 60, 'ticker': 'DJIA', 'perf': 1.0012304540914105}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 60, 'ticker': 'QQQ', 'perf': 1.0014540285030797}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 60, 'ticker': 'SPY', 'perf': 0.9999660371693154}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 60, 'ticker': 'VGT', 'perf': 1.0009136843612034}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 60, 'ticker': 'XLI', 'perf': 0.9996605401560948}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 80, 'ticker': 'AAPL', 'perf': 1.0003793058205097}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 80, 'ticker': 'AMZN', 'perf': 1.0018410766351336}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 80, 'ticker': 'DJIA', 'perf': 0.9995299391704862}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 80, 'ticker': 'QQQ', 'perf': 1.0002551746399524}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 80, 'ticker': 'SPY', 'perf': 1.0014739286067553}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 80, 'ticker': 'VGT', 'perf': 1.0010044496736494}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.7, 'epochs': 80, 'ticker': 'XLI', 'perf': 1.000199311235471}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 20, 'ticker': 'AAPL', 'perf': 0.9994241411957046}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 20, 'ticker': 'AMZN', 'perf': 0.9951384627137416}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 20, 'ticker': 'DJIA', 'perf': 1.0015370110280932}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 20, 'ticker': 'QQQ', 'perf': 1.0000134335023938}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 20, 'ticker': 'SPY', 'perf': 1.0004960159952678}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 20, 'ticker': 'VGT', 'perf': 0.9976482191704297}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 20, 'ticker': 'XLI', 'perf': 1.0001838514664323}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 40, 'ticker': 'AAPL', 'perf': 0.9994856377470838}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 40, 'ticker': 'AMZN', 'perf': 1.005479558447181}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 40, 'ticker': 'DJIA', 'perf': 0.9994490589828529}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 40, 'ticker': 'QQQ', 'perf': 1.0020559979836479}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 40, 'ticker': 'SPY', 'perf': 1.0004341909902092}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 40, 'ticker': 'VGT', 'perf': 1.0012013420592796}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 40, 'ticker': 'XLI', 'perf': 1.001106533904808}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 60, 'ticker': 'AAPL', 'perf': 0.9998855777136123}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 60, 'ticker': 'AMZN', 'perf': 0.9940268140207025}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 60, 'ticker': 'DJIA', 'perf': 1.0002251610342057}
{'rar': 0.6, 'alpha': 0.6, 'gamma': 0.8, 'epochs': 60, 'ticker': 'QQQ', 'perf': 1.001203664808026}
